symbol,Encounter_date,price
IBM,2014-07-09,81.19
IBM,2014-07-15,80.19
IBM,2014-07-16,78.17
IBM,2014-07-16,79.13
IBM,2014-07-18,82.84
IBM,2014-07-22,87.15
IBM,2014-07-22,91.16
IBM,2014-07-23,86.39
IBM,2014-07-24,85.78
IBM,2014-07-25,84.66
IBM,2014-07-29,70.77
IBM,2014-07-30,70.18
IBM,2014-07-30,68.93
IBM,2014-07-30,77.53
IBM,2014-07-30,75.07
IBM,2014-07-31,74.7
IBM,2014-08-01,76.25
IBM,2014-08-04,82.98
IBM,2014-08-06,76.73
IBM,2014-08-06,75.89
IBM,2014-08-07,75.09
IBM,2014-08-07,77.17
IBM,2014-08-08,77.05
IBM,2014-08-11,75.04
IBM,2014-08-11,72.15
IBM,2014-08-13,72.7
IBM,2014-08-13,76.35
IBM,2014-08-14,77.26
IBM,2014-08-15,87.06
IBM,2014-08-18,86.95
IBM,2014-08-18,91.9
IBM,2014-08-20,93.79
IBM,2014-08-20,88.18
IBM,2014-08-21,89.44
IBM,2014-08-21,96.98
IBM,2014-08-21,101.54
IBM,2014-08-22,100.25
IBM,2014-08-25,105.4
IBM,2014-08-27,111.54
IBM,2014-08-28,112.6
IBM,2014-08-28,111
IBM,2014-09-04,100.9
IBM,2014-09-05,103.7
IBM,2014-09-08,102.75
IBM,2014-09-11,109.64
IBM,2014-09-15,110.87
IBM,2014-09-17,116.23
IBM,2014-09-23,125.14
IBM,2014-09-24,114.6
IBM,2014-09-25,123.74
IBM,2014-09-26,118.16
IBM,2014-09-26,113.53
IBM,2014-09-30,90.24
IBM,2014-10-02,79.65
IBM,2014-10-03,82.15
IBM,2014-10-08,89.46
IBM,2014-10-08,90.32
IBM,2014-10-16,95.09
IBM,2014-10-17,101.29
IBM,2014-10-17,104.85
IBM,2014-10-23,103.01
IBM,2014-10-23,116.34
IBM,2014-10-23,117
IBM,2014-10-24,118.55
IBM,2014-10-27,119.54
IBM,2014-10-28,125.79
IBM,2014-10-29,130.32
IBM,2014-10-29,121.85
IBM,2014-10-30,127.16
IBM,2014-11-03,125.55
AAPL,2014-11-04,25.94
AAPL,2014-11-05,28.66
AAPL,2014-11-14,33.95
AAPL,2014-11-19,31.01
AAPL,2014-11-26,21
AAPL,2014-12-01,26.19
AAPL,2014-12-10,25.41
AAPL,2014-12-18,30.47
AAPL,2014-12-22,12.88
AAPL,2014-12-30,9.78
AAPL,2015-01-06,8.25
AAPL,2015-01-15,7.44
AAPL,2015-01-21,10.81
AAPL,2011-10-18,9.12
AAPL,2011-10-20,11.03
AAPL,2011-11-02,12.74
AAPL,2011-11-04,9.98
AAPL,2011-11-08,11.62
AAPL,2011-11-09,9.4
AAPL,2011-11-10,9.27
AAPL,2011-11-23,7.76
AAPL,2011-11-28,8.78
AAPL,2011-11-28,10.65
AAPL,2011-11-29,10.95
AAPL,2011-11-29,12.36
AAPL,2011-11-30,10.85
AAPL,2011-11-30,11.84
AAPL,2011-12-07,12.14
AAPL,2011-12-07,11.65
AAPL,2011-12-28,8.86
AAPL,2012-02-22,7.63
AAPL,2012-02-24,7.38
AAPL,2012-03-18,7.25
AAPL,2012-03-19,8.03
AAPL,2012-03-28,7.75
AAPL,2012-03-29,7.16
AAPL,2012-04-11,7.18
AAPL,2012-04-19,7.51
AAPL,2012-05-02,7.07
AAPL,2012-05-16,7.11
AAPL,2012-06-01,8.98
AAPL,2012-06-06,9.53
AAPL,2012-07-09,10.54
AAPL,2012-07-11,11.31
AAPL,2012-07-18,10.36
AAPL,2012-08-08,11.44
AAPL,2012-08-17,10.45
AAPL,2012-08-24,10.69
AAPL,2012-08-29,11.28
AAPL,2012-08-30,11.96
AAPL,2012-09-06,13.52
AAPL,2012-09-12,12.89
AAPL,2012-09-28,14.03
AAPL,2012-10-02,16.27
AAPL,2012-10-18,16.17
AAPL,2012-10-23,17.25
AAPL,2012-10-23,19.38
AAPL,2012-11-01,26.2
AAPL,2012-11-15,33.53
AAPL,2012-12-27,32.2
AAPL,2013-01-07,38.45
AAPL,2013-01-17,44.86
AAPL,2013-05-15,41.67
AAPL,2013-05-20,36.06
AAPL,2013-07-02,39.76
AAPL,2013-09-13,36.81
AAPL,2013-10-22,42.65
AAPL,2013-10-23,46.89
AAPL,2013-10-28,53.61
AAPL,2013-12-31,57.59
AAPL,2014-01-03,67.82
AAPL,2014-01-20,71.89
AAPL,2014-01-21,75.51
AAPL,2014-02-05,68.49
AAPL,2014-02-07,62.72
AAPL,2014-03-10,70.39
AAPL,2014-04-14,59.77
AAPL,2014-04-23,57.27
AAPL,2014-04-25,67.96
AAPL,2014-05-02,67.85
AAPL,2014-05-12,76.98
AAPL,2014-05-28,81.08
AAPL,2014-06-10,91.66
AAPL,2014-06-16,84.84
AAPL,2014-06-19,85.73
AAPL,2014-06-20,84.61
AAPL,2014-07-02,92.91
AAPL,2014-07-08,99.8
AAPL,2014-07-25,121.19
AAPL,2014-07-25,122.04
AAPL,2014-07-25,131.76
AAPL,2014-07-29,138.48
AAPL,2014-07-31,153.47
AAPL,2014-08-05,189.95
AAPL,2014-08-07,182.22
AAPL,2014-08-27,198.08
AAPL,2014-09-17,135.36
AAPL,2014-09-24,125.02
AAPL,2014-09-25,143.5
AAPL,2014-10-03,173.95
AAPL,2014-10-16,188.75
AAPL,2014-10-20,167.44
AAPL,2014-11-05,158.95
AAPL,2014-11-05,169.53
AAPL,2014-11-06,113.66
AAPL,2014-11-06,107.59
AAPL,2014-11-07,92.67
AAPL,2014-11-07,85.35
AAPL,2014-11-17,90.13
AAPL,2014-12-12,89.31
AAPL,2015-02-11,105.12
AAPL,2015-02-13,125.83
AAPL,2015-05-14,135.81
AAPL,2015-05-19,142.43
AAPL,2015-05-21,163.39
AAPL,2015-06-11,168.21
AAPL,2015-06-26,185.35
AAPL,2015-06-29,188.5
AAPL,2015-08-06,199.91
AAPL,2015-08-10,210.73
AAPL,2015-09-01,192.06
AAPL,2015-09-15,204.62
AAPL,2015-09-23,223.02
,2015-09-24,
,2015-09-25,
,2015-10-01,
,2015-10-02,
,2015-10-13,
,2007-09-20,
,2007-09-21,
,2007-09-22,
,2007-09-22,
,2007-09-23,
,2007-09-24,
,2007-10-03,
,2007-11-09,
,2007-11-19,
,2007-12-14,
,2008-01-28,
,2008-03-15,
,2008-03-24,
,2008-03-31,
,2008-04-08,
,2008-04-10,
,2008-05-05,
,2008-05-09,
,2008-06-02,
,2008-08-20,
,2008-09-11,
,2008-12-22,
,2009-01-14,
,2009-02-04,
,2009-12-03,
,2009-12-16,
,2010-01-13,
,2010-01-26,
,2010-02-04,
,2010-09-02,
,2010-11-02,
,2010-11-17,
,2011-01-08,
,2011-02-23,
,2011-04-10,
,2011-05-27,
,2011-06-17,
,2011-10-10,
,2011-12-06,
,2012-02-04,
,2012-02-20,
,2012-03-14,
,2012-07-17,
,2012-12-18,
,2013-04-02,
,2013-07-31,
,2013-10-18,
,2014-03-17,
,2014-05-08,
,2014-05-16,
,2014-09-25,
,2014-10-11,
,2014-11-07,
,2015-02-12,
,2006-12-06,
,2006-12-12,
,2007-01-30,
,2007-02-05,
,2007-02-06,
,2007-02-09,
,2007-02-20,
,2007-02-21,
,2007-02-22,
,2007-02-27,
,2007-03-01,
,2007-03-26,
,2007-04-10,
,2007-04-12,
,2007-04-13,
,2007-04-16,
,2007-04-23,
,2007-05-01,
,2007-05-03,
,2007-05-07,
,2007-05-08,
,2007-05-14,
,2007-05-15,
,2007-05-17,
,2007-05-22,
,2007-05-23,
,2007-06-22,
,2007-06-29,
,2007-07-02,
,2007-07-03,
,2007-07-06,
,2007-07-10,
,2007-07-11,
,2007-07-12,
,2007-07-19,
,2007-07-23,
,2007-07-24,
,2007-07-24,
,2007-07-30,
,2007-08-14,
,2007-09-11,
,2007-09-13,
,2007-09-20,
,2007-09-25,
,2007-09-26,
,2007-09-28,
,2007-10-02,
,2007-10-03,
,2007-10-09,
,2007-10-10,
,2007-10-12,
,2007-10-15,
,2007-10-17,
,2007-10-18,
,2007-10-22,
,2007-10-23,
,2007-10-24,
,2007-10-26,
,2007-10-29,
,2007-10-30,
,2007-11-05,
,2007-11-06,
,2007-11-07,
,2007-12-06,
,2007-12-10,
,2007-12-11,
,2007-12-12,
,2007-12-13,
,2007-12-14,
,2007-12-17,
,2007-12-26,
,2008-01-02,
,2008-01-15,
,2008-01-16,
,2008-01-18,
,2008-01-22,
,2008-01-22,
,2008-01-22,
,2008-01-23,
,2008-01-25,
,2008-01-28,
,2008-02-05,
,2008-02-06,
,2008-02-20,
,2008-02-21,
,2008-02-21,
,2008-03-03,
,2008-03-14,
,2008-03-17,
,2008-03-17,
,2008-04-01,
,2008-04-09,
,2008-04-10,
,2008-04-18,
,2008-04-21,
,2008-04-25,
,2008-04-25,
,2008-04-28,
,2008-04-29,
,2008-04-30,
,2008-04-30,
,2008-04-30,
,2008-04-30,
,2008-05-05,
,2008-05-06,
,2008-05-07,
,2008-05-12,
,2008-05-12,
,2008-05-14,
,2008-05-16,
,2008-05-19,
,2008-05-20,
,2008-05-21,
,2008-05-27,
,2008-05-28,
,2008-05-30,
,2008-06-02,
,2008-06-02,
,2008-06-04,
,2008-06-05,
,2008-06-10,
,2008-06-12,
,2008-06-16,
,2008-06-17,
,2008-06-18,
,2008-06-23,
,2008-06-27,
,2008-07-08,
,2008-07-09,
,2008-07-10,
,2008-07-14,
,2008-07-15,
,2008-07-16,
,2008-07-18,
,2008-07-21,
,2008-07-23,
,2008-07-24,
,2008-07-24,
,2008-07-24,
,2008-07-31,
,2008-08-12,
,2008-08-18,
,2008-09-18,
,2008-09-19,
,2008-09-19,
,2008-09-22,
,2008-09-26,
,2008-09-26,
,2008-09-29,
,2008-10-01,
,2008-10-02,
,2008-10-03,
,2008-10-06,
,2008-10-07,
,2008-10-08,
,2008-10-14,
,2008-10-16,
,2008-10-20,
,2008-10-20,
,2008-10-22,
,2008-10-23,
,2008-10-24,
,2008-10-27,
,2008-10-27,
,2008-10-27,
,2008-10-29,
,2008-10-31,
,2008-11-04,
,2008-11-06,
,2008-11-07,
,2008-11-12,
,2008-11-13,
,2008-11-14,
,2008-11-17,
,2008-11-18,
,2008-11-19,
,2008-11-19,
,2008-12-03,
,2008-12-04,
,2008-12-08,
,2008-12-10,
,2008-12-17,
,2008-12-17,
,2008-12-17,
,2008-12-18,
,2008-12-18,
,2008-12-19,
,2008-12-22,
,2008-12-22,
,2008-12-26,
,2008-12-31,
,2009-01-07,
,2009-01-09,
,2009-01-12,
,2009-01-12,
,2009-01-13,
,2009-01-20,
,2009-10-24,
,2010-05-14,
,2010-07-16,
,2011-03-07,
,2011-03-09,
,2011-03-15,
,2011-03-21,
,2012-03-16,
,2012-10-16,
,2013-01-31,
,2013-07-26,
,2013-07-31,
,2013-08-28,
,2014-01-19,
,2014-03-14,
,2014-03-15,
,2014-04-26,
,2014-08-26,
,2014-09-17,
,2015-01-13,
,2015-01-15,
,2015-01-19,
,2015-01-23,
,2015-02-19,
,2015-03-09,
,2015-04-12,
,2015-05-19,
,2015-05-29,
,2015-06-24,
,2015-07-28,
,2006-12-14,
,2007-06-07,
,2007-11-13,
,2008-08-30,
,2009-09-02,
,2010-10-22,
,2012-01-11,
,2012-01-12,
,2012-01-16,
,2012-02-16,
,2012-03-15,
,2013-02-27,
,2013-04-18,
,2013-07-20,
,2013-10-17,
,2013-10-17,
,2014-09-07,
,2014-11-07,
,2015-01-27,
,2007-06-14,
,2007-06-14,
,2007-07-25,
,2007-08-01,
,2007-08-15,
,2008-05-19,
,2008-05-19,
,2008-05-19,
,2008-05-19,
,2008-05-19,
,2008-05-21,
,2010-03-09,
,2010-05-12,
,2011-02-11,
,2011-02-12,
,2011-02-14,
,2011-02-16,
,2011-02-24,
,2011-02-24,
,2011-02-25,
,2011-02-28,
,2011-03-01,
,2011-03-03,
,2011-03-04,
,2011-03-07,
,2011-03-07,
,2011-03-08,
,2011-03-09,
,2011-03-09,
,2011-03-10,
,2011-03-14,
,2011-03-14,
,2011-03-14,
,2011-03-15,
,2011-03-15,
,2011-03-17,
,2011-03-21,
,2011-03-22,
,2011-03-23,
,2011-03-24,
,2011-03-29,
,2011-03-29,
,2011-03-31,
,2011-03-31,
,2011-03-31,
,2011-04-04,
,2011-04-05,
,2011-04-05,
,2011-04-07,
,2011-04-11,
,2011-04-12,
,2011-04-13,
,2011-04-14,
,2011-04-14,
,2011-04-15,
,2011-04-18,
,2011-04-18,
,2011-04-18,
,2011-04-20,
,2011-04-20,
,2011-04-20,
,2011-04-21,
,2011-04-21,
,2011-04-22,
,2011-04-22,
,2011-04-25,
,2011-04-27,
,2011-04-27,
,2011-04-27,
,2011-04-29,
,2011-05-03,
,2011-05-04,
,2011-05-10,
,2011-05-11,
,2011-05-11,
,2011-05-12,
,2011-05-12,
,2011-05-16,
,2011-05-17,
,2011-05-18,
,2011-05-18,
,2011-05-19,
,2011-05-19,
,2011-05-20,
,2011-05-23,
,2011-05-23,
,2011-05-24,
,2011-05-24,
,2011-05-24,
,2011-05-25,
,2011-05-31,
,2011-05-31,
,2011-06-07,
,2011-06-13,
,2011-06-13,
,2011-06-14,
,2011-06-14,
,2011-06-14,
,2011-06-16,
,2011-06-16,
,2011-06-20,
,2011-06-20,
,2011-06-21,
,2011-06-21,
,2011-06-23,
,2011-06-23,
,2011-06-23,
,2011-06-27,
,2011-06-28,
,2011-06-29,
,2011-06-30,
,2011-07-06,
,2011-07-11,
,2011-07-11,
,2011-07-12,
,2011-07-14,
,2011-07-18,
,2011-07-18,
,2011-07-19,
,2011-07-19,
,2011-07-21,
,2011-07-21,
,2011-07-22,
,2011-07-25,
,2011-07-25,
,2011-07-26,
,2011-07-26,
,2011-07-27,
,2011-07-28,
,2011-07-28,
,2011-07-28,
,2011-07-28,
,2011-07-29,
,2011-08-01,
,2011-08-01,
,2011-08-02,
,2011-08-04,
,2011-08-04,
,2011-08-09,
,2011-08-09,
,2011-08-10,
,2011-08-16,
,2011-08-17,
,2011-08-18,
,2011-08-23,
,2011-08-24,
,2011-08-24,
,2011-08-26,
,2011-08-30,
,2011-08-31,
,2011-08-31,
,2011-08-31,
,2011-09-01,
,2011-09-02,
,2011-09-06,
,2011-09-06,
,2011-09-07,
,2011-09-09,
,2011-09-13,
,2011-09-16,
,2011-09-21,
,2011-09-28,
,2011-09-30,
,2011-09-30,
,2011-10-03,
,2011-10-03,
,2011-10-04,
,2011-10-04,
,2011-10-04,
,2011-10-04,
,2011-10-05,
,2011-10-05,
,2011-10-06,
,2011-10-10,
,2011-10-14,
,2011-10-14,
,2011-10-17,
,2011-10-19,
,2011-10-21,
,2011-10-25,
,2011-10-25,
,2011-10-25,
,2011-10-25,
,2011-10-26,
,2011-10-31,
,2011-10-31,
,2011-10-31,
,2011-11-01,
,2011-11-01,
,2011-11-02,
,2011-11-02,
,2011-11-03,
,2011-11-04,
,2011-11-07,
,2011-11-08,
,2011-11-08,
,2011-11-09,
,2011-11-16,
,2011-11-21,
,2011-11-28,
,2011-12-02,
,2011-12-05,
,2011-12-05,
,2011-12-05,
,2011-12-06,
,2011-12-06,
,2011-12-07,
,2011-12-08,
,2011-12-08,
,2011-12-13,
,2011-12-13,
,2011-12-15,
,2011-12-21,
,2011-12-27,
,2011-12-28,
,2011-12-30,
,2011-12-30,
,2011-12-31,
,2012-01-03,
,2012-01-03,
,2012-01-04,
,2012-01-09,
,2012-01-09,
,2012-01-09,
,2012-01-12,
,2012-01-17,
,2012-01-18,
,2012-01-19,
,2012-01-19,
,2012-01-19,
,2012-01-20,
,2012-01-23,
,2012-01-23,
,2012-01-23,
,2012-01-30,
,2012-01-31,
,2012-01-31,
,2012-02-01,
,2012-02-01,
,2012-02-07,
,2012-02-07,
,2012-02-14,
,2012-02-14,
,2012-02-15,
,2012-02-15,
,2012-02-16,
,2012-02-21,
,2012-02-21,
,2012-02-22,
,2012-02-22,
,2012-02-22,
,2012-02-23,
,2012-02-24,
,2012-02-27,
,2012-02-27,
,2012-02-28,
,2012-02-28,
,2012-02-28,
,2012-02-29,
,2012-03-01,
,2012-03-07,
,2012-03-07,
,2012-03-07,
,2012-03-08,
,2012-03-09,
,2012-03-12,
,2012-03-13,
,2012-03-14,
,2012-03-14,
,2012-03-15,
,2012-03-15,
,2012-03-16,
,2012-03-19,
,2012-03-20,
,2012-03-21,
,2012-03-21,
,2012-03-22,
,2012-03-28,
,2012-03-28,
,2012-03-28,
,2012-03-29,
,2012-03-30,
,2012-04-02,
,2012-04-03,
,2012-04-03,
,2012-04-03,
,2012-04-04,
,2012-04-05,
,2012-04-05,
,2012-04-10,
,2012-04-11,
,2012-04-11,
,2012-04-11,
,2012-04-11,
,2012-04-11,
,2012-04-12,
,2012-04-13,
,2012-04-13,
,2012-04-13,
,2012-04-16,
,2012-04-16,
,2012-04-17,
,2012-04-17,
,2012-04-17,
,2012-04-18,
,2012-04-19,
,2012-04-19,
,2012-04-23,
,2012-04-23,
,2012-04-24,
,2012-04-24,
,2012-04-25,
,2012-04-26,
,2012-05-01,
,2012-05-02,
,2012-05-02,
,2012-05-03,
,2012-05-03,
,2012-05-04,
,2012-05-04,
,2012-05-08,
,2012-05-09,
,2012-05-11,
,2012-05-11,
,2012-05-15,
,2012-05-15,
,2012-05-15,
,2012-05-16,
,2012-05-16,
,2012-05-16,
,2012-05-16,
,2012-05-16,
,2012-05-17,
,2012-05-17,
,2012-05-18,
,2012-05-18,
,2012-05-21,
,2012-05-22,
,2012-05-23,
,2012-05-24,
,2012-05-30,
,2012-05-31,
,2012-06-01,
,2012-06-05,
,2012-06-05,
,2012-06-05,
,2012-06-07,
,2012-06-07,
,2012-06-12,
,2012-06-13,
,2012-06-13,
,2012-06-13,
,2012-06-20,
,2012-06-20,
,2012-06-21,
,2012-06-26,
,2012-06-26,
,2012-06-26,
,2012-06-29,
,2012-06-29,
,2012-06-29,
,2012-07-03,
,2012-07-06,
,2012-07-11,
,2012-07-17,
,2012-07-18,
,2012-07-19,
,2012-07-19,
,2012-07-23,
,2012-07-24,
,2012-07-24,
,2012-07-25,
,2012-07-27,
,2012-07-30,
,2012-07-31,
,2012-07-31,
,2012-08-02,
,2012-08-02,
,2012-08-03,
,2012-08-07,
,2012-08-07,
,2012-08-07,
,2012-08-08,
,2012-08-08,
,2012-08-15,
,2012-08-16,
,2012-08-22,
,2012-08-22,
,2012-08-24,
,2012-08-30,
,2012-09-04,
,2012-09-06,
,2012-09-07,
,2012-09-10,
,2012-09-10,
,2012-09-10,
,2012-09-14,
,2012-09-18,
,2012-09-18,
,2012-09-19,
,2012-09-20,
,2012-09-25,
,2012-09-27,
,2012-10-03,
,2012-10-05,
,2012-10-09,
,2012-10-11,
,2012-10-17,
,2012-10-21,
,2012-10-22,
,2012-10-26,
,2012-10-29,
,2012-11-02,
,2012-11-05,
,2012-11-06,
,2012-11-06,
,2012-11-13,
,2012-11-20,
,2012-11-27,
,2012-11-27,
,2012-12-05,
